id	batch	condition	fastq1	fastq2	
GSM1216807	LUND	T2D	GSM1216807_clean_R1.fastq.gz	GSM1216807_clean_R2.fastq.gz	
GSM1216808	LUND	T2D	GSM1216808_clean_R1.fastq.gz	GSM1216808_clean_R2.fastq.gz	
GSM1216830	LUND	T2D	GSM1216830_clean_R1.fastq.gz	GSM1216830_clean_R2.fastq.gz	
GSM1216834	LUND	T2D	GSM1216834_clean_R1.fastq.gz	GSM1216834_clean_R2.fastq.gz	
GSM1216836	LUND	T2D	GSM1216836_clean_R1.fastq.gz	GSM1216836_clean_R2.fastq.gz	
CTL010911	ULB	ND_T2D	CTL010911_clean_R1.fastq.gz	CTL010911_clean_R2.fastq.gz	
CTL061011ab	ULB	ND_T2D	CTL061011ab_clean_R1.fastq.gz	CTL061011ab_clean_R2.fastq.gz	
CTL101208	ULB	ND_T2D	CTL101208_clean_R1.fastq.gz	CTL101208_clean_R2.fastq.gz	
CTL140912	ULB	ND_T2D	CTL140912_clean_R1.fastq.gz	CTL140912_clean_R2.fastq.gz	
CTL150711	ULB	ND_T2D	CTL150711_clean_R1.fastq.gz	CTL150711_clean_R2.fastq.gz	
CTL160606	ULB	ND_T2D	CTL160606_clean_R1.fastq.gz	CTL160606_clean_R2.fastq.gz	
CTL190110	ULB	ND_T2D	CTL190110_clean_R1.fastq.gz	CTL190110_clean_R2.fastq.gz	
CTL190512	ULB	ND_T2D	CTL190512_clean_R1.fastq.gz	CTL190512_clean_R2.fastq.gz	
CTL220214	ULB	ND_T2D	CTL220214_clean_R1.fastq.gz	CTL220214_clean_R2.fastq.gz	
CTL220606	ULB	ND_T2D	CTL220606_clean_R1.fastq.gz	CTL220606_clean_R2.fastq.gz	
CTL290114	ULB	ND_T2D	CTL290114_clean_R1.fastq.gz	CTL290114_clean_R2.fastq.gz	
CTL300609	ULB	ND_T2D	CTL300609_clean_R1.fastq.gz	CTL300609_clean_R2.fastq.gz	
T2D080911	ULB	T2D	T2D080911_clean_R1.fastq.gz	T2D080911_clean_R2.fastq.gz	
T2D101208	ULB	T2D	T2D101208_clean_R1.fastq.gz	T2D101208_clean_R2.fastq.gz	
T2D111110	ULB	T2D	T2D111110_clean_R1.fastq.gz	T2D111110_clean_R2.fastq.gz	
T2D150113	ULB	T2D	T2D150113_clean_R1.fastq.gz	T2D150113_clean_R2.fastq.gz	
T2D180112	ULB	T2D	T2D180112_clean_R1.fastq.gz	T2D180112_clean_R2.fastq.gz	
T2D230111	ULB	T2D	T2D230111_clean_R1.fastq.gz	T2D230111_clean_R2.fastq.gz	
T2D310311	ULB	T2D	T2D310311_clean_R1.fastq.gz	T2D310311_clean_R2.fastq.gz	
GSM3448162	Clontech	ND_T1D	GSM3448162_R1.fastq.gz	GSM3448162_R2.fastq.gz	
GSM3448168	Clontech	ND_T1D	GSM3448168_R1.fastq.gz	GSM3448168_R2.fastq.gz	
GSM3448161	Clontech	ND_T1D	GSM3448161_R1.fastq.gz	GSM3448161_R2.fastq.gz	
GSM3448165	Clontech	ND_T1D	GSM3448165_R1.fastq.gz	GSM3448165_R2.fastq.gz	
GSM3448171	Clontech	T1D	GSM3448171_R1.fastq.gz	GSM3448171_R2.fastq.gz	
GSM3448158	Clontech	ND_T1D	GSM3448158_R1.fastq.gz	GSM3448158_R2.fastq.gz	
GSM3448160	Clontech	ND_T1D	GSM3448160_R1.fastq.gz	GSM3448160_R2.fastq.gz	
GSM3448167	Nugen	ND_T1D	GSM3448167_R1.fastq.gz	GSM3448167_R2.fastq.gz	
GSM3448169	Clontech	ND_T1D	GSM3448169_R1.fastq.gz	GSM3448169_R2.fastq.gz	
GSM3448163	Clontech	ND_T1D	GSM3448163_R1.fastq.gz	GSM3448163_R2.fastq.gz	
GSM3448157	Nugen	ND_T1D	GSM3448157_R1.fastq.gz	GSM3448157_R2.fastq.gz	
GSM3448172	Nugen	T1D	GSM3448172_R1.fastq.gz	GSM3448172_R2.fastq.gz	
GSM3448164	Nugen	ND_T1D	GSM3448164_R1.fastq.gz	GSM3448164_R2.fastq.gz	
GSM3448159	Clontech	T1D	GSM3448159_R1.fastq.gz	GSM3448159_R2.fastq.gz	
GSM3448170	Nugen	T1D	GSM3448170_R1.fastq.gz	GSM3448170_R2.fastq.gz	
GSM3448166	Clontech	ND_T1D	SM3448166_R1.fastq.gz	GSM3448166_R2.fastq.gz	
R1065794	A	AD	R1065794_clean_R1.fq.gz	R1065794_clean_R2.fq.gz	
R1292460	A	AD	R1292460_clean_R1.fq.gz	R1292460_clean_R2.fq.gz	
R1438115	C	AD	R1438115_clean_R1.fq.gz	R1438115_clean_R2.fq.gz	
R1753622	A	AD	R1753622_clean_R1.fq.gz	R1753622_clean_R2.fq.gz	
R1872971	B	AD	R1872971_clean_R1.fq.gz	R1872971_clean_R2.fq.gz	
R1956458	B	AD	R1956458_clean_R1.fq.gz	R1956458_clean_R2.fq.gz	
R1958521	A	AD	R1958521_clean_R1.fq.gz	R1958521_clean_R2.fq.gz	
R1998898	B	AD	R1998898_clean_R1.fq.gz	R1998898_clean_R2.fq.gz	
R2246117	B	AD	R2246117_clean_R1.fq.gz	R2246117_clean_R2.fq.gz	
R2324505	C	AD	R2324505_clean_R1.fq.gz	R2324505_clean_R2.fq.gz	
R2351762	C	AD	R2351762_clean_R1.fq.gz	R2351762_clean_R2.fq.gz	
R2429252	C	AD	R2429252_clean_R1.fq.gz	R2429252_clean_R2.fq.gz	
R2493794	C	AD	R2493794_clean_R1.fq.gz	R2493794_clean_R2.fq.gz	
R2688135	B	AD	R2688135_clean_R1.fq.gz	R2688135_clean_R2.fq.gz	
R2732138	A	AD	R2732138_clean_R1.fq.gz	R2732138_clean_R2.fq.gz	
R2757104	B	AD	R2757104_clean_R1.fq.gz	R2757104_clean_R2.fq.gz	
R2884953	A	AD	R2884953_clean_R1.fq.gz	R2884953_clean_R2.fq.gz	
R3069627	C	AD	R3069627_clean_R1.fq.gz	R3069627_clean_R2.fq.gz	
R3170141	B	AD	R3170141_clean_R1.fq.gz	R3170141_clean_R2.fq.gz	
R3196921	A	AD	R3196921_clean_R1.fq.gz	R3196921_clean_R2.fq.gz	
R3450006	A	AD	R3450006_clean_R1.fq.gz	R3450006_clean_R2.fq.gz	
R3529300	C	AD	R3529300_clean_R1.fq.gz	R3529300_clean_R2.fq.gz	
R3604031	B	AD	R3604031_clean_R1.fq.gz	R3604031_clean_R2.fq.gz	
R3661447	A	AD	R3661447_clean_R1.fq.gz	R3661447_clean_R2.fq.gz	
R3728445	A	AD	R3728445_clean_R1.fq.gz	R3728445_clean_R2.fq.gz	
R4196592	A	AD	R4196592_clean_R1.fq.gz	R4196592_clean_R2.fq.gz	
R4433758	A	AD	R4433758_clean_R1.fq.gz	R4433758_clean_R2.fq.gz	
R4476017	A	AD	R4476017_clean_R1.fq.gz	R4476017_clean_R2.fq.gz	
R4524816	C	AD	R4524816_clean_R1.fq.gz	R4524816_clean_R2.fq.gz	
R5138383	A	AD	R5138383_clean_R1.fq.gz	R5138383_clean_R2.fq.gz	
R5203336	B	AD	R5203336_clean_R1.fq.gz	R5203336_clean_R2.fq.gz	
R5214048	B	AD	R5214048_clean_R1.fq.gz	R5214048_clean_R2.fq.gz	
R5307279	A	AD	R5307279_clean_R1.fq.gz	R5307279_clean_R2.fq.gz	
R5309342	B	AD	R5309342_clean_R1.fq.gz	R5309342_clean_R2.fq.gz	
R5379193	C	AD	R5379193_clean_R1.fq.gz	R5379193_clean_R2.fq.gz	
R5394614	B	AD	R5394614_clean_R1.fq.gz	R5394614_clean_R2.fq.gz	
R5429390	C	AD	R5429390_clean_R1.fq.gz	R5429390_clean_R2.fq.gz	
R5443007	A	AD	R5443007_clean_R1.fq.gz	R5443007_clean_R2.fq.gz	
R5465536	B	AD	R5465536_clean_R1.fq.gz	R5465536_clean_R2.fq.gz	
R5589495	B	AD	R5589495_clean_R1.fq.gz	R5589495_clean_R2.fq.gz	
R5681710	C	AD	R5681710_clean_R1.fq.gz	R5681710_clean_R2.fq.gz	
R5819410	C	AD	R5819410_clean_R1.fq.gz	R5819410_clean_R2.fq.gz	
R5850931	A	AD	R5850931_clean_R1.fq.gz	R5850931_clean_R2.fq.gz	
R5989293	C	AD	R5989293_clean_R1.fq.gz	R5989293_clean_R2.fq.gz	
R6080600	A	AD	R6080600_clean_R1.fq.gz	R6080600_clean_R2.fq.gz	
R6162454	A	AD	R6162454_clean_R1.fq.gz	R6162454_clean_R2.fq.gz	
R6263745	C	AD	R6263745_clean_R1.fq.gz	R6263745_clean_R2.fq.gz	
R6283436	C	AD	R6283436_clean_R1.fq.gz	R6283436_clean_R2.fq.gz	
R6352170	A	AD	R6352170_clean_R1.fq.gz	R6352170_clean_R2.fq.gz	
R6364701	A	AD	R6364701_clean_R1.fq.gz	R6364701_clean_R2.fq.gz	
R6489474	B	AD	R6489474_clean_R1.fq.gz	R6489474_clean_R2.fq.gz	
R6666755	B	AD	R6666755_clean_R1.fq.gz	R6666755_clean_R2.fq.gz	
R6710978	B	AD	R6710978_clean_R1.fq.gz	R6710978_clean_R2.fq.gz	
R6774512	B	AD	R6774512_clean_R1.fq.gz	R6774512_clean_R2.fq.gz	
R6796261	A	AD	R6796261_clean_R1.fq.gz	R6796261_clean_R2.fq.gz	
R6912665	B	AD	R6912665_clean_R1.fq.gz	R6912665_clean_R2.fq.gz	
R6925335	A	AD	R6925335_clean_R1.fq.gz	R6925335_clean_R2.fq.gz	
R6998518	A	AD	R6998518_clean_R1.fq.gz	R6998518_clean_R2.fq.gz	
R7129211	C	AD	R7129211_clean_R1.fq.gz	R7129211_clean_R2.fq.gz	
R7269170	B	AD	R7269170_clean_R1.fq.gz	R7269170_clean_R2.fq.gz	
R7381411	C	AD	R7381411_clean_R1.fq.gz	R7381411_clean_R2.fq.gz	
R7497765	A	AD	R7497765_clean_R1.fq.gz	R7497765_clean_R2.fq.gz	
R7560750	C	AD	R7560750_clean_R1.fq.gz	R7560750_clean_R2.fq.gz	
R7746772	A	AD	R7746772_clean_R1.fq.gz	R7746772_clean_R2.fq.gz	
R7767382	B	AD	R7767382_clean_R1.fq.gz	R7767382_clean_R2.fq.gz	
R7921540	A	AD	R7921540_clean_R1.fq.gz	R7921540_clean_R2.fq.gz	
R7972749	B	AD	R7972749_clean_R1.fq.gz	R7972749_clean_R2.fq.gz	
R7987257	B	AD	R7987257_clean_R1.fq.gz	R7987257_clean_R2.fq.gz	
R8401250	A	AD	R8401250_clean_R1.fq.gz	R8401250_clean_R2.fq.gz	
R8542703	C	AD	R8542703_clean_R1.fq.gz	R8542703_clean_R2.fq.gz	
R8631803	A	AD	R8631803_clean_R1.fq.gz	R8631803_clean_R2.fq.gz	
R8730461	B	AD	R8730461_clean_R1.fq.gz	R8730461_clean_R2.fq.gz	
R9075670	C	AD	R9075670_clean_R1.fq.gz	R9075670_clean_R2.fq.gz	
R9085798	B	AD	R9085798_clean_R1.fq.gz	R9085798_clean_R2.fq.gz	
R9176076	A	AD	R9176076_clean_R1.fq.gz	R9176076_clean_R2.fq.gz	
R9405392	C	AD	R9405392_clean_R1.fq.gz	R9405392_clean_R2.fq.gz	
R9425423	A	AD	R9425423_clean_R1.fq.gz	R9425423_clean_R2.fq.gz	
R9435096	C	AD	R9435096_clean_R1.fq.gz	R9435096_clean_R2.fq.gz	
R9538785	B	AD	R9538785_clean_R1.fq.gz	R9538785_clean_R2.fq.gz	
R9610864	A	AD	R9610864_clean_R1.fq.gz	R9610864_clean_R2.fq.gz	
R9741184	A	AD	R9741184_clean_R1.fq.gz	R9741184_clean_R2.fq.gz	
R9823938	B	AD	R9823938_clean_R1.fq.gz	R9823938_clean_R2.fq.gz	
R9958949	A	AD	R9958949_clean_R1.fq.gz	R9958949_clean_R2.fq.gz	
R1246326	B	AD	R1246326_clean_R1.fq.gz	R1246326_clean_R2.fq.gz	
R1571846	A	AD	R1571846_clean_R1.fq.gz	R1571846_clean_R2.fq.gz	
R1873450	B	AD	R1873450_clean_R1.fq.gz	R1873450_clean_R2.fq.gz	
R1956018	A	AD	R1956018_clean_R1.fq.gz	R1956018_clean_R2.fq.gz	
R2337940	B	AD	R2337940_clean_R1.fq.gz	R2337940_clean_R2.fq.gz	
R2449163	B	AD	R2449163_clean_R1.fq.gz	R2449163_clean_R2.fq.gz	
R2462626	B	AD	R2462626_clean_R1.fq.gz	R2462626_clean_R2.fq.gz	
R2511239	C	AD	R2511239_clean_R1.fq.gz	R2511239_clean_R2.fq.gz	
R2514881	C	AD	R2514881_clean_R1.fq.gz	R2514881_clean_R2.fq.gz	
R2706450	A	AD	R2706450_clean_R1.fq.gz	R2706450_clean_R2.fq.gz	
R2710934	A	AD	R2710934_clean_R1.fq.gz	R2710934_clean_R2.fq.gz	
R2837225	C	AD	R2837225_clean_R1.fq.gz	R2837225_clean_R2.fq.gz	
R3519397	A	AD	R3519397_clean_R1.fq.gz	R3519397_clean_R2.fq.gz	
R3883590	C	AD	R3883590_clean_R1.fq.gz	R3883590_clean_R2.fq.gz	
R4774590	B	AD	R4774590_clean_R1.fq.gz	R4774590_clean_R2.fq.gz	
R5017181	A	AD	R5017181_clean_R1.fq.gz	R5017181_clean_R2.fq.gz	
R5089330	C	AD	R5089330_clean_R1.fq.gz	R5089330_clean_R2.fq.gz	
R5173480	A	AD	R5173480_clean_R1.fq.gz	R5173480_clean_R2.fq.gz	
R5294357	A	AD	R5294357_clean_R1.fq.gz	R5294357_clean_R2.fq.gz	
R5553042	C	AD	R5553042_clean_R1.fq.gz	R5553042_clean_R2.fq.gz	
R5699650	A	AD	R5699650_clean_R1.fq.gz	R5699650_clean_R2.fq.gz	
R5893410	B	AD	R5893410_clean_R1.fq.gz	R5893410_clean_R2.fq.gz	
R6369971	A	AD	R6369971_clean_R1.fq.gz	R6369971_clean_R2.fq.gz	
R6396138	A	AD	R6396138_clean_R1.fq.gz	R6396138_clean_R2.fq.gz	
R6823450	B	AD	R6823450_clean_R1.fq.gz	R6823450_clean_R2.fq.gz	
R7210264	A	AD	R7210264_clean_R1.fq.gz	R7210264_clean_R2.fq.gz	
R7361500	A	AD	R7361500_clean_R1.fq.gz	R7361500_clean_R2.fq.gz	
R7634339	C	AD	R7634339_clean_R1.fq.gz	R7634339_clean_R2.fq.gz	
R7793735	A	AD	R7793735_clean_R1.fq.gz	R7793735_clean_R2.fq.gz	
R7821738	A	AD	R7821738_clean_R1.fq.gz	R7821738_clean_R2.fq.gz	
R8156594	C	AD	R8156594_clean_R1.fq.gz	R8156594_clean_R2.fq.gz	
R8785791	C	AD	R8785791_clean_R1.fq.gz	R8785791_clean_R2.fq.gz	
R8792267	B	AD	R8792267_clean_R1.fq.gz	R8792267_clean_R2.fq.gz	
R8826799	A	AD	R8826799_clean_R1.fq.gz	R8826799_clean_R2.fq.gz	
R9040031	B	AD	R9040031_clean_R1.fq.gz	R9040031_clean_R2.fq.gz	
R9153068	A	AD	R9153068_clean_R1.fq.gz	R9153068_clean_R2.fq.gz	
R9443041	B	AD	R9443041_clean_R1.fq.gz	R9443041_clean_R2.fq.gz	
R9493876	B	AD	R9493876_clean_R1.fq.gz	R9493876_clean_R2.fq.gz	
R9938583	B	AD	R9938583_clean_R1.fq.gz	R9938583_clean_R2.fq.gz	
R1375133	A	CTL_AD	R1375133_clean_R1.fq.gz	R1375133_clean_R2.fq.gz	
R1787342	A	CTL_AD	R1787342_clean_R1.fq.gz	R1787342_clean_R2.fq.gz	
R1956123	C	CTL_AD	R1956123_clean_R1.fq.gz	R1956123_clean_R2.fq.gz	
R2171619	B	CTL_AD	R2171619_clean_R1.fq.gz	R2171619_clean_R2.fq.gz	
R2626224	B	CTL_AD	R2626224_clean_R1.fq.gz	R2626224_clean_R2.fq.gz	
R2641525	C	CTL_AD	R2641525_clean_R1.fq.gz	R2641525_clean_R2.fq.gz	
R2732798	C	CTL_AD	R2732798_clean_R1.fq.gz	R2732798_clean_R2.fq.gz	
R2944503	C	CTL_AD	R2944503_clean_R1.fq.gz	R2944503_clean_R2.fq.gz	
R3039703	B	CTL_AD	R3039703_clean_R1.fq.gz	R3039703_clean_R2.fq.gz	
R3142390	C	CTL_AD	R3142390_clean_R1.fq.gz	R3142390_clean_R2.fq.gz	
R3398943	B	CTL_AD	R3398943_clean_R1.fq.gz	R3398943_clean_R2.fq.gz	
R4061141	C	CTL_AD	R4061141_clean_R1.fq.gz	R4061141_clean_R2.fq.gz	
R4266820	B	CTL_AD	R4266820_clean_R1.fq.gz	R4266820_clean_R2.fq.gz	
R4323608	A	CTL_AD	R4323608_clean_R1.fq.gz	R4323608_clean_R2.fq.gz	
R4703595	A	CTL_AD	R4703595_clean_R1.fq.gz	R4703595_clean_R2.fq.gz	
R6086139	C	CTL_AD	R6086139_clean_R1.fq.gz	R6086139_clean_R2.fq.gz	
R6211392	A	CTL_AD	R6211392_clean_R1.fq.gz	R6211392_clean_R2.fq.gz	
R6468424	A	CTL_AD	R6468424_clean_R1.fq.gz	R6468424_clean_R2.fq.gz	
R6512087	A	CTL_AD	R6512087_clean_R1.fq.gz	R6512087_clean_R2.fq.gz	
R6651572	A	CTL_AD	R6651572_clean_R1.fq.gz	R6651572_clean_R2.fq.gz	
R6776130	A	CTL_AD	R6776130_clean_R1.fq.gz	R6776130_clean_R2.fq.gz	
R6939699	B	CTL_AD	R6939699_clean_R1.fq.gz	R6939699_clean_R2.fq.gz	
R8284602	C	CTL_AD	R8284602_clean_R1.fq.gz	R8284602_clean_R2.fq.gz	
R8662866	C	CTL_AD	R8662866_clean_R1.fq.gz	R8662866_clean_R2.fq.gz	
R8794770	A	CTL_AD	R8794770_clean_R1.fq.gz	R8794770_clean_R2.fq.gz	
R8917077	C	CTL_AD	R8917077_clean_R1.fq.gz	R8917077_clean_R2.fq.gz	
R9956096	B	CTL_AD	R9956096_clean_R1.fq.gz	R9956096_clean_R2.fq.gz	
R1573024	C	CTL_AD	R1573024_clean_R1.fq.gz	R1573024_clean_R2.fq.gz	
R1775046	B	CTL_AD	R1775046_clean_R1.fq.gz	R1775046_clean_R2.fq.gz	
R1818882	B	CTL_AD	R1818882_clean_R1.fq.gz	R1818882_clean_R2.fq.gz	
R2120850	C	CTL_AD	R2120850_clean_R1.fq.gz	R2120850_clean_R2.fq.gz	
R2205701	B	CTL_AD	R2205701_clean_R1.fq.gz	R2205701_clean_R2.fq.gz	
R2343042	C	CTL_AD	R2343042_clean_R1.fq.gz	R2343042_clean_R2.fq.gz	
R2573360	A	CTL_AD	R2573360_clean_R1.fq.gz	R2573360_clean_R2.fq.gz	
R2636782	A	CTL_AD	R2636782_clean_R1.fq.gz	R2636782_clean_R2.fq.gz	
R2739146	C	CTL_AD	R2739146_clean_R1.fq.gz	R2739146_clean_R2.fq.gz	
R2809694	B	CTL_AD	R2809694_clean_R1.fq.gz	R2809694_clean_R2.fq.gz	
R2910998	B	CTL_AD	R2910998_clean_R1.fq.gz	R2910998_clean_R2.fq.gz	
R2927799	C	CTL_AD	R2927799_clean_R1.fq.gz	R2927799_clean_R2.fq.gz	
R3512949	C	CTL_AD	R3512949_clean_R1.fq.gz	R3512949_clean_R2.fq.gz	
R3532410	A	CTL_AD	R3532410_clean_R1.fq.gz	R3532410_clean_R2.fq.gz	
R3652468	B	CTL_AD	R3652468_clean_R1.fq.gz	R3652468_clean_R2.fq.gz	
R3736725	B	CTL_AD	R3736725_clean_R1.fq.gz	R3736725_clean_R2.fq.gz	
R4083890	B	CTL_AD	R4083890_clean_R1.fq.gz	R4083890_clean_R2.fq.gz	
R4146432	B	CTL_AD	R4146432_clean_R1.fq.gz	R4146432_clean_R2.fq.gz	
R4608288	A	CTL_AD	R4608288_clean_R1.fq.gz	R4608288_clean_R2.fq.gz	
R4621521	B	CTL_AD	R4621521_clean_R1.fq.gz	R4621521_clean_R2.fq.gz	
R5089550	B	CTL_AD	R5089550_clean_R1.fq.gz	R5089550_clean_R2.fq.gz	
R5150032	A	CTL_AD	R5150032_clean_R1.fq.gz	R5150032_clean_R2.fq.gz	
R5368716	A	CTL_AD	R5368716_clean_R1.fq.gz	R5368716_clean_R2.fq.gz	
R5716836	B	CTL_AD	R5716836_clean_R1.fq.gz	R5716836_clean_R2.fq.gz	
R5735593	A	CTL_AD	R5735593_clean_R1.fq.gz	R5735593_clean_R2.fq.gz	
R5822075	A	CTL_AD	R5822075_clean_R1.fq.gz	R5822075_clean_R2.fq.gz	
R5879363	C	CTL_AD	R5879363_clean_R1.fq.gz	R5879363_clean_R2.fq.gz	
R6084846	A	CTL_AD	R6084846_clean_R1.fq.gz	R6084846_clean_R2.fq.gz	
R6119857	C	CTL_AD	R6119857_clean_R1.fq.gz	R6119857_clean_R2.fq.gz	
R6690475	A	CTL_AD	R6690475_clean_R1.fq.gz	R6690475_clean_R2.fq.gz	
R6808939	B	CTL_AD	R6808939_clean_R1.fq.gz	R6808939_clean_R2.fq.gz	
R6869581	B	CTL_AD	R6869581_clean_R1.fq.gz	R6869581_clean_R2.fq.gz	
R6972283	C	CTL_AD	R6972283_clean_R1.fq.gz	R6972283_clean_R2.fq.gz	
R7134834	A	CTL_AD	R7134834_clean_R1.fq.gz	R7134834_clean_R2.fq.gz	
R7292206	A	CTL_AD	R7292206_clean_R1.fq.gz	R7292206_clean_R2.fq.gz	
R7959846	A	CTL_AD	R7959846_clean_R1.fq.gz	R7959846_clean_R2.fq.gz	
R7986338	B	CTL_AD	R7986338_clean_R1.fq.gz	R7986338_clean_R2.fq.gz	
R8029745	B	CTL_AD	R8029745_clean_R1.fq.gz	R8029745_clean_R2.fq.gz	
R8202775	B	CTL_AD	R8202775_clean_R1.fq.gz	R8202775_clean_R2.fq.gz	
R8292982	B	CTL_AD	R8292982_clean_R1.fq.gz	R8292982_clean_R2.fq.gz	
R8361846	A	CTL_AD	R8361846_clean_R1.fq.gz	R8361846_clean_R2.fq.gz	
R8367715	B	CTL_AD	R8367715_clean_R1.fq.gz	R8367715_clean_R2.fq.gz	
R8470182	A	CTL_AD	R8470182_clean_R1.fq.gz	R8470182_clean_R2.fq.gz	
R8472815	C	CTL_AD	R8472815_clean_R1.fq.gz	R8472815_clean_R2.fq.gz	
R8636748	C	CTL_AD	R8636748_clean_R1.fq.gz	R8636748_clean_R2.fq.gz	
R8733348	C	CTL_AD	R8733348_clean_R1.fq.gz	R8733348_clean_R2.fq.gz	
R9001803	A	CTL_AD	R9001803_clean_R1.fq.gz	R9001803_clean_R2.fq.gz	
R9038620	B	CTL_AD	R9038620_clean_R1.fq.gz	R9038620_clean_R2.fq.gz	
R9174458	A	CTL_AD	R9174458_clean_R1.fq.gz	R9174458_clean_R2.fq.gz	
R9460415	B	CTL_AD	R9460415_clean_R1.fq.gz	R9460415_clean_R2.fq.gz	
R9569073	C	CTL_AD	R9569073_clean_R1.fq.gz	R9569073_clean_R2.fq.gz	
R9594832	B	CTL_AD	R9594832_clean_R1.fq.gz	R9594832_clean_R2.fq.gz	
R9624233	B	CTL_AD	R9624233_clean_R1.fq.gz	R9624233_clean_R2.fq.gz	
GSM2677515	NA	CTL_MS	GSM2677515	R1.fastq.gz	NA
GSM2677516	NA	CTL_MS	GSM2677516	R1.fastq.gz	NA
GSM2677508	NA	MS	GSM2677508	R1.fastq.gz	NA
GSM2677514	NA	CTL_MS	GSM2677514	R1.fastq.gz	NA
GSM2677510	NA	MS	GSM2677510	R1.fastq.gz	NA
GSM2677509	NA	MS	GSM2677509	R1.fastq.gz	NA
GSM2677513	NA	CTL_MS	GSM2677513	R1.fastq.gz	NA
GSM2677512	NA	MS	GSM2677512	R1.fastq.gz	NA
GSM2677517	NA	CTL_MS	GSM2677517	R1.fastq.gz	NA
GSM2677511	NA	MS	GSM2677511	R1.fastq.gz	NA